name,type,gradeRange,enrollment,gsRating,city,state,ncesId,zipcode,lat,lon
United For Success Academy,public,6_8,370,1,Oakland,CA,62805011909,94601,37.784286,-122.21676
Glenview Elementary School,public,KG_5,465,5,Oakland,CA,62805004266,94602,37.805477,-122.21877
Manzanita Seed,public,KG_5,391,3,Oakland,CA,62805011557,94601,37.792206,-122.2239
Manzanita Community,public,KG_5,412,1,Oakland,CA,62805004294,94601,37.792206,-122.2239
Urban Promise Academy,public,6_8,370,3,Oakland,CA,62805008680,94601,37.782326,-122.22487
Crocker Highlands Elementary School,public,KG_5,466,9,Oakland,CA,62805004253,94610,37.811363,-122.22738
Edna Brewer Middle School,public,6_8,808,6,Oakland,CA,62805004299,94610,37.803856,-122.22954
Think College Now School,public,KG_5,305,4,Oakland,CA,62805011294,94601,37.78008,-122.2305
International Community School,public,KG_5,293,2,Oakland,CA,62805008678,94601,37.78008,-122.2305
Kaiser Elementary School,public,KG_5,268,8,Oakland,CA,62805004273,94618,37.853077,-122.23181
Havens Elementary School,public,KG_5,439,9,Piedmont,CA,63033004730,94611,37.82571,-122.23263
Lincoln Middle School,public,6_8,872,9,Alameda,CA,60177000049,94501,37.752243,-122.23276
Hillcrest Elementary School,public,KG_8,388,9,Oakland,CA,62805004275,94618,37.840443,-122.23287
Piedmont High School,public,9_12,855,10,Piedmont,CA,63033004731,94611,37.823673,-122.2329
Piedmont Middle School,public,6_8,651,10,Piedmont,CA,63033004732,94611,37.82313,-122.23354
Edison Elementary School,public,KG_5,469,9,Alameda,CA,60177000044,94501,37.765083,-122.23421
Wildwood Elementary School,public,KG_5,296,9,Piedmont,CA,63033004733,94611,37.819702,-122.23495
Garfield Elementary School,public,KG_5,668,2,Oakland,CA,62805004265,94606,37.786682,-122.23578
Oakland High School,public,9_12,1642,3,Oakland,CA,62805004304,94610,37.80529,-122.23652
Bella Vista Elementary School,public,KG_5,469,3,Oakland,CA,62805004241,94610,37.800354,-122.23708
Roosevelt Middle School,public,6_8,568,3,Oakland,CA,62805004312,94606,37.789692,-122.23793
Frank Otis Elementary School,public,KG_5,640,8,Alameda,CA,60177000054,94501,37.75403,-122.23799
Amelia Earhart Elementary School,public,KG_5,651,10,Alameda,CA,60177000043,94502,37.74529,-122.23928
Chabot Elementary School,public,KG_5,580,9,Oakland,CA,62805004239,94618,37.850662,-122.24293
Cleveland Elementary School,public,KG_5,404,7,Oakland,CA,62805004251,94606,37.80437,-122.24405
John Muir Elementary School,public,KG_5,305,6,Berkeley,CA,60474008119,94705,37.857193,-122.24593
Beach Elementary School,public,KG_5,276,9,Piedmont,CA,63033004729,94611,37.82381,-122.24614
Alameda High School,public,9_12,1853,10,Alameda,CA,60177000041,94501,37.764294,-122.24807
Franklin Elementary School,public,KG_5,653,3,Oakland,CA,62805004261,94606,37.793793,-122.24829
Piedmont Avenue Elementary School,public,KG_5,329,2,Oakland,CA,62805004308,94611,37.82907,-122.24879
Henry Haight Elementary School,public,KG_5,544,6,Alameda,CA,60177000047,94501,37.769333,-122.25106
Emerson Elementary School,public,KG_5,320,7,Berkeley,CA,60474000436,94705,37.86149,-122.25111
Claremont Middle School,public,6_8,485,6,Oakland,CA,62805004250,94618,37.845753,-122.25184
Bay Farm,public,KG_8,610,9,Alameda,CA,60177000006,94502,37.739,-122.25195
Oakland Technical High School,public,9_12,2016,7,Oakland,CA,62805004305,94611,37.831726,-122.25413
La Escuelita Elementary School,public,KG_8,406,3,Oakland,CA,62805004284,94606,37.796005,-122.25727
Emerson Elementary School,public,KG_5,308,1,Oakland,CA,62805004260,94609,37.83463,-122.2573
Willard Middle School,public,6_8,667,9,Berkeley,CA,60474007267,94705,37.859665,-122.25862
Peralta Elementary School,public,KG_5,331,9,Oakland,CA,62805004307,94609,37.848965,-122.25881
Westlake Middle School,public,6_8,307,1,Oakland,CA,62805004323,94612,37.81459,-122.25991
Oakland International High School,public,9_12,369,1,Oakland,CA,62805012049,94609,37.833534,-122.26018
Franklin Elementary School,public,KG_5,335,8,Alameda,CA,60177004337,94501,37.769035,-122.2616
Will C. Wood Middle School,public,6_8,575,5,Alameda,CA,60177000057,94501,37.76303,-122.26192
Leconte Elementary School,public,KG_5,398,6,Berkeley,CA,60474000445,94705,37.857353,-122.26231
Cragmont Elementary School,public,KG_5,377,6,Berkeley,CA,60474006895,94708,37.892673,-122.26355
Sankofa Academy,public,KG_5,189,1,Oakland,CA,62805011558,94609,37.847126,-122.26443
Lincoln Elementary School,public,KG_5,750,8,Oakland,CA,62805004289,94607,37.799725,-122.26703
Oxford Elementary School,public,KG_5,281,6,Berkeley,CA,60474000448,94707,37.887794,-122.26827
Olinda Elementary School,public,KG_6,368,5,El Sobrante,CA,63255005049,94803,37.9566,-122.27095
Berkeley High School,public,9_12,3154,8,Berkeley,CA,60474000432,94704,37.86891,-122.2712
Berkeley Arts Magnet at Whittier School,public,KG_5,425,8,Berkeley,CA,60474000431,94709,37.87692,-122.27123
Maya Lin School,public,KG_5,427,6,Alameda,CA,60177013107,94501,37.772724,-122.27189
Washington Elementary School,public,KG_5,501,6,Berkeley,CA,60474000452,94704,37.86696,-122.27257
Malcolm X Elementary School,public,KG_5,557,6,Berkeley,CA,60474000447,94703,37.85244,-122.2736
Hoover Elementary School,public,KG_5,269,1,Oakland,CA,62805004276,94608,37.82295,-122.27445
Martin Luther King Middle School,public,6_8,989,8,Berkeley,CA,60474000443,94703,37.88111,-122.277
Kensington Elementary School,public,KG_6,475,7,Kensington,CA,63255005038,94708,37.913467,-122.2786
Mcclymonds High School,public,9_12,383,3,Oakland,CA,62805011555,94607,37.817863,-122.27863
Longfellow Arts And Technology Middle School,public,6_8,497,4,Berkeley,CA,60474000446,94703,37.85869,-122.28
Thousand Oaks Elementary School,public,KG_5,403,5,Berkeley,CA,60474000450,94707,37.89308,-122.2804
Alameda Science And Technology Institute,public,9_12,192,10,Alameda,CA,60177010547,94501,37.779884,-122.28052
Island High (Continuation) School,public,9_12,96,2,Alameda,CA,60177000048,94501,37.775723,-122.28124
Emery Secondary School,public,9_12,183,5,Oakland,CA,61263001426,94608,37.835667,-122.28124
Lafayette Elementary School,public,2_5,83,1,Oakland,CA,62805004285,94607,37.80839,-122.28272
West Oakland Middle School,public,6_8,199,1,Oakland,CA,62805012048,94607,37.80873,-122.28272
"Martin Luther King, Jr. Elementary School",public,KG_3,314,2,Oakland,CA,62805004297,94607,37.80568,-122.28298
Anna Yates Elementary School,public,KG_8,534,3,Emeryville,CA,61263001425,94608,37.836796,-122.284
William G. Paden Elementary School,public,KG_5,397,5,Alameda,CA,60177000003,94501,37.771564,-122.28446
Valley View Elementary School,public,KG_6,365,3,Richmond,CA,63255005064,94803,37.972412,-122.28505
De Anza Senior High School,public,9_12,1368,3,Richmond,CA,63255005018,94803,37.967735,-122.28509
Jefferson Elementary School,public,KG_5,401,8,Berkeley,CA,60474000441,94702,37.87892,-122.28521
Ruby Bridges Elementary School,public,KG_5,484,3,Alameda,CA,60177011549,94501,37.781834,-122.28614
Marin Elementary School,public,KG_5,504,9,Albany,CA,60186000062,94706,37.888557,-122.28817
Encinal Junior/Senior High,public,6_12,1261,7,Alameda,CA,60177000045,94501,37.772766,-122.289
Murphy Elementary School,public,KG_6,467,3,El Sobrante,CA,63255005046,94803,37.97567,-122.29091
Albany High School,public,9_12,1168,10,Albany,CA,60186000059,94706,37.89666,-122.29257
Harding Elementary School,public,KG_6,459,6,El Cerrito,CA,63255005033,94530,37.903076,-122.29459
Rosa Parks Environmental Science Magnet School,public,KG_5,449,7,Berkeley,CA,60474006865,94710,37.86565,-122.29471
El Cerrito Senior High School,public,9_12,1506,6,El Cerrito,CA,63255005022,94530,37.9066,-122.29484
Cornell Elementary School,public,KG_5,561,9,Albany,CA,60186000061,94706,37.889828,-122.29518
Albany Middle School,public,6_8,862,9,Albany,CA,60186000060,94706,37.89785,-122.2953
Sheldon Elementary School,public,KG_6,335,3,Richmond,CA,63255005060,94803,37.967274,-122.29674
Preparatory Literary Academy Of Cultural Excellence,public,KG_5,151,2,Oakland,CA,62805004309,94607,37.80847,-122.29806
Madera Elementary School,public,KG_6,474,7,El Cerrito,CA,63255005043,94530,37.928143,-122.29922
Fred T. Korematsu Middle School,public,7_8,696,5,El Cerrito,CA,63255005053,94530,37.91571,-122.29944
Ocean View Elementary School,public,KG_5,573,8,Albany,CA,60186007937,94706,37.88754,-122.30092
Fairmont Elementary School,public,KG_6,522,5,El Cerrito,CA,63255005029,94530,37.90686,-122.30439
Crespi Junior High School,public,7_8,449,2,El Sobrante,CA,63255005017,94803,37.986275,-122.30694
Tara Hills Elementary School,public,KG_6,448,3,San Pablo,CA,63255005063,94806,37.994,-122.31303
Mira Vista Elementary School,public,KG_8,566,3,Richmond,CA,63255005044,94805,37.940006,-122.31306
Stege Elementary School,public,KG_6,260,1,Richmond,CA,63255005061,94804,37.91986,-122.32306
Highland Elementary School,public,KG_6,456,4,Richmond,CA,63255010022,94806,37.971527,-122.32688
Riverside Elementary School,public,KG_6,390,3,Richmond,CA,63255005056,94806,37.952538,-122.3275
Wilson Elementary School,public,KG_6,395,2,Richmond,CA,63255005068,94805,37.940014,-122.32833
Kennedy High School,public,9_12,851,1,Richmond,CA,63255005037,94804,37.924175,-122.32929
King Elementary School,public,KG_6,470,1,Richmond,CA,63255005040,94804,37.929455,-122.33165
Montalvin Manor Elementary School,public,KG_6,498,5,San Pablo,CA,63255005045,94806,37.995888,-122.33551
Lovonya Dejean Middle School,public,7_8,467,1,Richmond,CA,63255011226,94805,37.934216,-122.33687
Helms Middle School,public,7_8,864,1,San Pablo,CA,63255005034,94806,37.96332,-122.34169
Ford Elementary School,public,KG_6,446,2,Richmond,CA,63255005030,94804,37.950615,-122.34194
Middle College High School,public,9_12,288,9,San Pablo,CA,63255009622,94806,37.968887,-122.34215
Grant Elementary School,public,KG_6,524,1,Richmond,CA,63255005032,94804,37.942917,-122.34572
Richmond High School,public,9_12,1567,2,Richmond,CA,63255005055,94804,37.95199,-122.34739
Bayview Elementary School,public,KG_6,512,1,San Pablo,CA,63255005009,94806,37.97423,-122.34753
Dover Elementary School,public,KG_6,657,1,San Pablo,CA,63255005020,94806,37.95851,-122.34897
Coronado Elementary School,public,KG_6,435,1,Richmond,CA,63255005015,94804,37.928005,-122.34944
Edward M. Downer Elementary School,public,KG_6,592,2,San Pablo,CA,63255009184,94806,37.951973,-122.35207
Lake Elementary School,public,KG_6,375,2,San Pablo,CA,63255005041,94806,37.971554,-122.3529
Cesar E. Chavez Elementary School,public,KG_6,556,1,Richmond,CA,63255007081,94801,37.94628,-122.35373
Nystrom Elementary School,public,KG_6,520,2,Richmond,CA,63255005047,94804,37.928154,-122.36004
Verde Elementary School,public,KG_6,344,1,Richmond,CA,63255005065,94801,37.96087,-122.36332
Lincoln Elementary School,public,KG_6,403,1,Richmond,CA,63255005042,94801,37.93194,-122.36374
Peres Elementary School,public,KG_6,549,2,Richmond,CA,63255005050,94801,37.942966,-122.3644
Washington Elementary School,public,KG_6,465,2,Richmond,CA,63255005067,94801,37.924763,-122.38059
